"","surf","vol","dx","dy","dz","chull","rsv","l","i","s","sphe","compact","intspace","dr1","dr2","dr3","fd"
"MBE10519",514.153611881603,304.166839599609,11.8809018135071,17.216169834137,11.061461687088,1030.68272291107,1.69036707801025,17.216169834137,11.8809018135071,11.061461687088,0.842583657220337,0.425401624152115,726.515883311464,0.642504215145164,0.866859628947317,0.690101336590507,2.0292993972497
"MBE10522",254.811507589589,226.020095825195,6.72790050506592,9.57667398452759,10.2472801208496,315.136370418165,1.12738430031753,10.2472801208496,9.57667398452759,6.72790050506592,0.772642517406916,0.704200707294269,89.1162745929701,0.656554756552132,0.19054668990935,0.934557645695898,2.11313507502275
"MBE10523",274.281914232399,140.803436279297,9.84414672851562,11.9381246566772,13.3480796813965,681.502811718849,1.94797741788301,13.3480796813965,11.9381246566772,9.84414672851562,0.847228231310104,0.477194894574248,540.699375439552,0.737495352401562,0.40239212441551,0.89437019718392,1.96627049417533
"MBE10619",410.343599835965,416.297485351562,9.40990972518921,12.4479508399963,11.8659546375275,615.50240165665,0.985698002690144,12.4479508399963,11.8659546375275,9.40990972518921,0.843186132441973,0.657060942178622,199.204916305087,0.755940463305363,0.191569560935919,0.953245621713184,2.22721269440073
"MBE10622",289.343473058715,277.613861083984,11.0934746265411,12.4000692367554,11.6914890408516,474.399320289599,1.0422515357444,12.4000692367554,11.6914890408516,11.0934746265411,0.9468483294005,0.71126460730083,196.785459205615,0.894630055262811,0.542310668025484,0.942856754879767,1.96812892350273
"MBE10623",348.63895807334,261.030181884766,11.5738010406494,10.5758991241455,16.8070330619812,664.421464864773,1.33562699744526,16.8070330619812,11.5738010406494,10.5758991241455,0.83155155031551,0.566546238105178,403.391282980008,0.629254377327846,0.839852276253507,0.688628444887768,2.08499555551385
"MBE10719",1134.68901760043,945.064270019531,16.096727848053,20.6926894187927,18.4123936891556,2783.16947217839,1.20064746239637,20.6926894187927,18.4123936891556,16.096727848053,0.879392323816229,0.410438573125719,1838.10520215886,0.777894430360233,0.496152044471973,0.889801867534617,2.10076430624897
"MBE10722",227.04248772444,159.162338256836,7.84680640697479,13.4403853416443,8.4849796295166,288.75670532628,1.42648374113522,13.4403853416443,8.4849796295166,7.84680640697479,0.814281279846914,0.625562243103634,129.594367069444,0.583823023485934,0.88590967786539,0.631304788801431,2.12043259918088
"MBE10723",549.41514304525,354.997650146484,16.5221602916718,13.3679404258728,13.4677264690399,1101.29333682282,1.54765853469324,16.5221602916718,13.4677264690399,13.3679404258728,0.929514055968072,0.441299888828113,746.295686676335,0.809091558844827,0.96836427154331,0.815131086449302,2.10061417952996
"MBE10819",357.672002272161,219.582672119141,14.6772079467773,13.50632122159,9.69837141036987,710.415495390279,1.62887170841102,14.6772079467773,13.50632122159,9.69837141036987,0.779960066015129,0.492112680359306,490.832823271138,0.660777679619872,0.235172759062334,0.920224150980678,2.209959930284
"MBE10822",246.360105831476,172.944290161133,8.68571090698242,11.8882946968079,10.7271108627319,320.215504446542,1.42450557692272,11.8882946968079,10.7271108627319,8.68571090698242,0.839465404817099,0.60932812983391,147.271214285409,0.730610329613938,0.362577190880998,0.902325450059064,2.13134030383503
"MBE10823",491.726911179359,348.1201171875,12.2120246887207,13.0136013031006,13.9155856370926,835.368752790609,1.41252081365499,13.9155856370926,13.0136013031006,12.2120246887207,0.937329144028462,0.486683058008347,487.248635603109,0.877578925328807,0.529469952251512,0.935181719439265,2.39928774898017
